weighted directed
3658 8007 88
1849 5313 30
6292 6760 35
1526 6832 87
892 9528 96
7322 7236 58
7131 3604 93
151 8391 47
8056 2139 29
4022 2507 2
6169 2371 16
4731 7373 97
483 6894 43
6263 9947 73
4671 5161 94
8886 8298 29
7421 6696 4
483 1521 83
4520 4436 10
1837 5937 57
8446 6060 70
3255 340 22
1346 8023 83
8420 3893 77
3127 1576 58
4482 9829 48
4113 866 91
7571 6769 97
8563 5881 63
6688 5178 66
5166 6628 22
4977 8880 95
6933 660 89
6251 7596 10
1057 5235 66
4742 5591 70
8581 9967 54
6902 5043 62
5783 7399 46
4269 3259 66
1220 3248 91
1659 6239 47
7944 8531 79
1377 3053 4
276 6991 16
1323 8333 89
3516 698 60
4000 8513 38
9189 6303 26
6904 6775 87
5968 867 31
9383 1844 75
9906 2642 82
1390 7020 94
3417 9972 60
592 2144 82
5419 2476 86
3618 2359 59
1672 7690 25
1087 5938 85
9342 1153 83
7848 5280 100
5128 9287 58
6298 8266 4
9899 8965 48
783 46 11
7015 5765 70
9187 7863 47
7682 379 30
9455 5776 61
7720 7593 62
505 2281 31
2860 945 28
1644 5290 17
4570 4314 33
6241 9085 67
4369 8344 47
1441 4769 86
6382 126 68
4465 667 47
3503 124 7
3276 1904 51
339 3409 0
5891 7086 33
4365 1272 53
3266 1915 24
8487 9064 38
9082 1656 93
1666 956 44
4356 6228 91
715 1305 64
3572 3380 62
9913 4353 78
6955 7551 16
7459 9959 15
9791 6281 41
7852 1456 84
5248 5416 41
3153 7792 95
9662 9210 24
3588 6661 16
5961 572 45
9091 639 64
3760 4746 36
6067 2914 87
6999 1273 95
4161 8553 48
9702 1375 39
6684 5522 89
8779 4303 1
688 3334 24
4193 6300 60
391 1483 86
5954 8953 17
1782 9768 83
3334 1051 85
8134 6725 45
6533 6025 59
9228 3107 14
9652 7733 53
7765 3344 85
1307 5439 1
5537 8547 0
7582 5555 12
6786 4985 51
3468 6540 32
1162 4848 62
1773 1941 51
1600 9851 22
9557 7019 32
2163 6651 80
1992 2147 26
6580 1260 53
5592 503 14
4524 4168 29
7620 4899 51
2332 1619 39
8833 1268 72
850 2456 15
7650 7714 70
3906 1773 59
2896 256 34
9642 6639 89
2903 3896 35
5930 9408 82
1252 916 54
203 3610 83
4795 4023 95
6923 4984 30
3796 1186 92
6130 9138 20
8456 8613 21
3487 5420 23
510 5658 62
9163 473 3
950 8260 100
2428 3342 100
4284 1830 55
1913 5067 16
2824 7870 75
3365 1877 41
4709 3604 26
9742 2057 67
9997 2316 50
9583 6973 38
9756 1752 86
5476 6433 18
3418 6617 100
1245 2225 49
1172 3083 62
778 4665 44
1272 5862 9
3851 7062 27
1174 6415 55
3983 6843 70
3025 9985 58
9594 4938 31
8263 768 97
4059 3517 4
9794 826 36
503 5925 89
1904 544 81
8534 4875 14
9568 7341 64
1479 5127 59
6971 3400 14
3922 4152 33
5644 4529 100
6589 4824 5
2500 5903 68
1083 881 4
6300 7380 32
9369 1987 20
7275 4115 26
9546 5046 4
6905 1613 66
6900 7693 10
3684 212 39
6485 3543 25
2468 4440 36
8543 7575 38
5180 1862 7
3681 8909 8
4280 9845 1
2131 8588 71
5325 5279 17
6330 2358 54
3570 4018 88
3576 9768 48
9277 1005 79
1135 6865 65
2866 2940 6
1894 3124 19
437 6332 28
9142 8665 67
7535 8724 19
9995 5466 53
8255 8993 12
9424 277 58
6268 7556 61
8311 4513 25
7038 2033 88
6535 5543 85
1139 5536 30
6701 1465 46
8263 1027 82
3279 157 68
8919 5143 0
7763 752 79
7448 7498 95
1223 347 7
4195 5890 29
1214 8617 98
3107 828 5
7629 699 50
2122 1768 52
8993 2164 0
1106 2348 54
906 1168 14
1686 758 1
7719 1453 68
1066 6154 17
1758 4724 92
8974 5996 39
4203 5629 38
6769 5055 32
4944 2707 36
1237 3681 4
7856 4680 59
1400 7004 3
9733 361 93
7065 6194 60
3652 757 13
2452 3152 94
3040 4164 81
3853 241 82
1145 8410 23
639 287 29
5417 7545 94
7919 7763 3
6790 6173 89
9106 9382 77
1751 9326 8
1987 6684 84
4710 4065 29
8988 8822 85
4514 8607 5
9542 3328 47
6347 6222 59
8123 4871 19
7658 6314 86
7065 5433 19
2749 9590 8
8346 9796 68
2173 2597 43
3386 276 66
4040 9910 5
9446 6720 95
6856 2181 51
2729 8063 25
5282 7079 24
8030 7354 21
7167 8147 89
39 1547 22
9835 6437 33
3469 8945 12
5556 9933 29
229 9482 9
1805 3787 5
5133 2987 70
7130 3487 79
8991 44 31
6146 76 53
6853 6987 76
5037 4219 93
8760 6430 61
9836 6396 70
9864 1208 49
4479 4031 60
7884 9340 80
5361 6708 95
6575 7642 34
560 3428 15
9188 8387 98
2683 2363 92
8698 4475 49
8085 2803 28
2365 1685 86
5171 3356 100
8326 4147 61
8205 37 63
8191 4356 47
9406 5831 12
3993 4326 15
7099 1999 82
2797 1015 37
5891 7088 29
1418 4254 86
5916 5013 80
3355 2648 15
3987 5986 35
2562 8857 32
8822 3238 30
5645 5904 7
6029 1879 27
9854 3595 22
5613 6956 2
1612 8006 63
28 8786 80
7413 3348 46
8003 1450 27
7471 7964 31
4688 3117 81
3914 498 63
1227 2623 7
3552 7205 8
8713 7558 48
9536 2695 27
1786 590 38
794 6464 65
9451 1489 81
6833 7825 81
2794 1547 36
5891 5769 13
9925 7704 72
1958 3213 73
583 3574 44
9897 8013 56
1978 9157 34
6516 8120 57
2184 5872 22
7944 1037 29
4472 1539 20
6869 4770 26
3494 9732 63
4646 6603 25
5075 541 20
977 1050 29
2395 5837 65
2301 764 88
8843 9781 78
7712 1033 5
8303 2217 17
7382 8976 84
2468 153 62
5190 154 29
2053 8709 22
5772 8639 30
4148 1031 13
3746 7378 79
4681 3011 6
6300 831 32
8657 8891 98
1382 3004 37
7948 8749 26
9722 8806 100
9727 1334 78
9072 7964 8
2343 5352 22
8896 2440 30
4806 6911 95
4106 7133 51
8124 6619 16
8363 1999 95
4192 4305 94
5620 6482 67
1388 5377 42
915 9631 34
504 5559 97
5165 6800 81
439 5570 84
2871 1878 65
4153 1408 47
7475 5098 16
8371 8640 15
2001 3723 57
8675 813 52
3200 9590 49
6369 1742 79
304 7018 18
9681 9817 23
1036 52 51
4405 4230 5
852 7884 7
26 9672 12
4025 888 84
6366 619 27
6772 8951 80
5699 3734 42
356 4304 95
9384 2072 100
1757 4740 59
7784 4734 97
989 3227 65
4359 4088 82
3898 1364 89
9169 5348 61
2395 9053 53
3539 8593 68
8037 1506 98
9755 4468 80
9668 5095 58
7931 916 43
4050 8433 81
1757 8993 0
1697 8810 45
1842 1015 30
2158 9836 12
9040 6111 41
8462 9748 99
8985 1643 40
6996 9136 87
6943 8251 88
2032 7813 17
9504 7651 81
3042 1746 52
9807 9627 78
8981 761 14
3008 9723 24
6077 3861 48
5270 4084 58
3148 9835 4
6956 7284 66
5740 3850 27
2530 1059 72
7566 9098 63
9976 4511 98
7373 70 90
5502 9804 61
1413 4060 46
3846 4771 92
7276 1133 83
9625 4755 53
2753 8920 3
5317 5503 82
6854 9662 94
5147 2893 63
2266 8746 77
3517 7151 40
3116 6558 88
742 7991 56
7858 7790 12
6550 2475 71
16 9667 28
8615 3881 73
1085 2114 23
3804 84 21
6614 5844 74
8678 9392 65
8329 4746 29
481 1636 15
3667 6394 95
1362 7420 100
5233 1576 39
4778 9743 53
5586 5649 24
6535 9609 13
7950 3106 97
86 3181 21
7058 2174 71
6132 239 3
3822 8126 64
359 6689 52
29 2872 100
1666 8153 51
6902 8114 9
4957 5153 50
7295 4825 22
5355 1809 22
3132 7437 100
4354 4041 16
1301 1848 58
1626 5752 17
6225 4981 48
7879 6730 63
1429 6319 46
4191 2687 42
2334 8248 99
9494 4775 4
7880 7328 39
5428 6105 53
7981 7785 59
7730 8540 100
3505 9176 10
1540 6880 69
5354 1560 18
8127 459 8
8795 2321 22
6067 71 65
3379 1900 94
745 1618 58
4703 34 8
8816 9643 99
9474 1187 77
2911 3982 24
6354 8848 47
2672 9217 65
23 2666 23
9374 6178 71
3956 3602 93
8828 4649 85
9963 98 71
5152 1072 55
5130 9175 31
6355 2298 84
870 2904 82
3076 8419 88
7517 293 47
5140 8861 9
2314 2038 60
4192 6360 55
6177 5273 15
8020 2263 66
6227 3277 70
2296 5139 95
9405 5932 97
9587 2268 99
5085 3451 99
1370 2065 9
5284 4845 91
2552 1471 29
1161 3262 78
4449 5877 65
5115 3887 66
14 6119 16
8264 7006 24
3866 198 92
1368 4717 40
8213 7203 36
7642 9784 39
7502 1096 14
6020 1438 86
443 3671 32
3695 4300 54
4759 4773 51
5991 4225 66
7734 9426 43
2071 7832 47
8137 2198 34
420 553 63
9134 3415 94
2490 9548 54
4183 2242 83
9197 7377 18
4456 497 96
1050 7759 73
5572 1046 64
6587 2804 55
5006 2192 31
2344 3595 61
1455 3130 84
6791 743 78
407 5769 2
888 4590 30
7969 7089 50
827 2463 60
2178 5740 22
4644 7021 44
4379 2635 33
7025 1743 44
824 4591 95
9778 5511 14
6608 5843 29
7088 4266 100
3153 1954 80
4912 3172 5
9792 8610 93
6326 183 23
2969 8569 83
9275 8196 31
8065 9904 84
4235 3575 88
3472 5412 63
7389 5012 51
8460 1111 76
4734 2781 74
1390 161 44
5137 9227 4
6159 500 74
1342 4468 64
1135 7136 23
1383 6974 97
8925 5633 37
2880 9308 89
4455 8682 3
9938 2464 17
1093 4717 76
3601 5128 49
6097 7979 31
7642 5085 41
6697 3296 98
4602 1082 41
3156 2450 93
5153 1211 63
3019 2469 64
5645 2794 39
1428 5393 35
3064 5219 43
2270 5450 55
3907 3885 77
8355 5764 52
5955 7067 76
3415 8663 15
503 1986 1
9836 6781 39
5040 3143 42
9536 8852 95
4260 3889 41
9632 1005 80
1138 3455 73
6467 6836 36
2013 1793 2
3827 3206 18
2405 150 80
1665 4910 35
4852 7881 3
3944 4368 39
5217 7675 82
7955 1884 13
6441 8648 3
8078 7661 7
8246 6166 29
4935 6040 94
943 2806 74
4305 3295 20
9602 8876 92
3559 1549 43
8801 3737 83
7328 7496 6
1432 9016 32
2800 4033 12
7394 9145 31
1281 3037 4
4762 2816 73
8317 6282 25
5165 4649 50
1474 1962 5
3498 6385 27
2583 4312 55
7331 5871 21
5728 8875 56
2725 9857 88
9652 6851 11
2450 7113 50
8373 3971 19
2948 9774 87
2669 4544 8
8781 998 56
2047 6554 0
9947 1522 1
3554 6474 87
2788 7699 12
3267 8735 89
9091 8411 94
2895 6769 60
3110 3888 91
5792 5258 1
3797 8359 80
1838 4209 71
1200 6792 89
5672 3914 90
3455 5069 78
4177 9573 3
5107 8580 16
1535 9020 40
7419 2752 27
6130 4295 10
6960 6099 38
5893 966 89
34 9639 88
813 9689 62
9034 3998 5
5891 6625 25
6567 9643 40
5054 2757 66
2419 1858 43
4369 104 56
4562 801 63
7185 6978 21
2152 7855 83
6343 8029 10
1832 383 64
4871 3316 58
6556 7554 6
5792 6733 43
2228 8094 40
1257 6722 70
7702 3661 49
9752 2026 2
9720 2569 69
1376 7412 56
6611 692 59
8968 6279 43
5047 7304 2
492 4397 65
6263 8767 47
8793 2576 59
5979 6972 93
6959 5501 79
9745 6467 32
9548 7191 22
5290 4495 40
8399 4947 45
6818 6352 34
4013 339 60
8444 9161 72
1171 8686 56
9634 9106 69
6741 337 30
9689 2654 28
6785 732 18
1687 6122 93
6874 2610 28
7304 1433 84
5291 1658 44
4019 7971 14
1461 6319 30
778 2667 88
2140 3920 59
1080 3680 60
2305 6205 81
4747 9521 21
3243 3830 46
8539 3646 19
6354 2519 26
4576 591 40
9507 1565 0
2180 897 90
6354 7124 53
7887 2700 70
592 1853 62
4658 5733 97
1796 4623 72
4081 2360 24
8774 2153 92
159 1729 51
1858 838 79
9909 5839 99
1380 9210 33
6436 3651 0
1183 499 71
4836 749 59
5680 4475 42
4837 4295 64
1831 9690 15
9459 1465 32
1128 8611 5
1417 7156 28
2141 8757 38
1513 7476 2
2314 1322 77
5413 588 10
2238 6468 50
5991 385 73
9063 8399 71
4249 642 78
4444 9200 30
6995 2981 63
2776 608 92
1075 3041 93
6722 1566 30
8985 8279 28
6528 7647 86
7977 8123 65
9025 4483 14
2358 2344 60
6529 7189 94
1117 1682 93
5316 4176 30
686 7682 54
4492 5416 84
9764 7827 44
7864 2523 29
2479 5636 91
937 3706 88
8119 4471 48
1326 602 4
1909 511 87
348 6767 37
4588 9764 55
3026 4055 38
6643 9048 41
1937 2994 48
3908 2448 87
2809 6536 86
8224 3773 82
7680 1427 64
9067 2017 33
7616 7643 35
616 2027 77
4134 6820 20
25 1728 68
7220 2133 0
6067 7622 34
6562 3606 66
6147 2816 10
8598 8821 76
323 5708 26
2035 7445 94
1749 8070 39
4863 3621 6
2490 8981 3
2878 8855 93
7225 8670 46
3632 4038 95
3579 4197 43
3076 3602 76
6935 2253 58
9509 9345 97
5393 2301 0
4273 4961 50
1235 9690 44
8187 7482 13
2457 5766 73
5560 1212 29
1392 5144 35
9537 2023 96
8467 336 86
1529 6439 50
7573 4349 6
3222 3589 5
6084 4877 77
3219 4537 36
576 3724 82
3206 657 58
3993 6391 66
5728 286 50
5007 6035 79
5701 7271 81
3370 1892 94
5969 6408 30
1734 6622 92
8888 3033 70
4999 551 98
8411 9058 22
3242 3354 77
3763 3933 56
1936 3491 57
3652 1521 7
6140 8430 39
7779 2044 55
5218 7857 99
1728 1276 77
6945 6040 4
3744 4464 41
3504 5484 81
5120 9970 18
3518 8005 62
8006 8281 17
7 2396 15
6183 2768 81
2682 4687 64
7599 1101 61
7373 162 78
6712 4783 7
8981 4461 14
4893 5507 17
7800 2935 91
269 9487 53
7303 1265 34
4785 4080 64
4228 2407 94
800 197 51
1843 4308 27
731 865 95
4070 3528 19
9358 7549 78
9410 2991 40
5299 822 17
7886 4343 90
1899 3148 85
6532 8219 65
4770 3605 86
6678 6657 35
6162 4574 30
3349 4570 69
8803 7093 63
3145 9977 60
4026 9290 63
3911 2306 92
8117 8874 79
8155 6518 37
4185 5469 51
1372 3659 30
5058 7160 11
8741 4623 56
1213 1106 0
975 7977 70
771 7919 39
4395 9689 93
1388 2521 71
2477 4971 30
4977 7527 57
8674 9333 80
4142 3535 67
4579 3605 98
3546 3321 86
239 8091 8
5209 3820 63
8170 3180 54
9298 7326 58
4946 8280 88
998 4479 27
7337 3077 32
8623 1080 36
1855 4574 45
4624 8851 34
2858 3399 99
1003 9895 9
5433 394 35
6437 1990 29
2294 4844 53
7500 9475 66
2506 1998 59
7252 9012 20
8302 5556 59
9682 7810 43
8164 2955 81
3125 2886 37
4139 1456 21
7566 9079 81
3746 1602 4
1418 6810 69
3747 5621 23
848 4991 26
6350 3678 19
2534 2031 64
6881 8486 81
5476 1276 22
7757 6130 96
6268 8523 20
786 6258 70
6402 5689 96
5420 1184 6
1619 5221 100
7256 4952 91
2029 9439 72
3386 5350 46
9497 5766 15
8669 5160 15
6380 2764 3
6878 6896 13
1171 866 51
4572 4728 97
1443 8817 16
2964 2575 57
1738 1599 78
6441 3026 18
3867 3249 2
8439 627 45
2655 4795 12
2037 6296 23
9950 7317 68
8502 4287 52
9928 8306 95
6023 1012 30
685 2998 66
1660 3868 21
6511 3229 54
5650 6752 20
8803 8664 23
7410 1415 92
9460 9787 24
827 9804 11
6703 244 49
6071 4224 78
1136 4248 32
3106 69 25
7324 2992 96
7361 928 74
2810 6342 71
247 101 93
7256 3611 32
1383 7707 1
8409 3364 26
4106 8251 4
5317 2329 39
5645 8905 11
8819 9827 89
2505 4323 32
6300 1130 55
2218 6598 38
3156 834 23
3512 5272 39
3341 6196 0
143 1085 11
343 6105 64
7742 9619 85
7820 1536 88
9915 3858 2
2826 3736 11
2694 8709 73
3494 3256 47
6563 3702 8
7868 1222 87
784 1637 13
5136 3158 55
3866 8333 6
1663 6472 68
4649 2652 44
856 5353 69
9883 6667 96
6125 9911 35
9637 5898 30
24 5933 37
365 2853 94
846 1456 28
3846 601 67
4042 5147 35
2352 6268 51
8593 3703 6
1144 8918 87
7593 4211 85
9564 2653 78
3665 2278 44
4893 4754 67
9237 5008 11
9963 604 67
9214 969 20
5085 3258 38
9710 1338 55
4870 9091 67
1426 3247 4
1783 4183 23
6171 7164 7
7573 3046 19
5606 7959 44
768 8191 90
1218 8573 26
6071 1212 60
4133 8524 11
3271 9540 55
6839 9169 34
7448 1146 80
8529 5310 24
734 551 31
1304 3455 78
282 3460 10
4007 7900 83
9503 2218 23
5396 6070 40
5426 1147 4
3298 3384 73
9266 6962 92
2179 9091 86
1085 7701 99
9704 7334 41
6187 4614 21
798 6916 86
5738 5868 18
1461 9427 85
498 3015 44
9214 9327 38
5252 860 91
3338 8722 72
9561 2589 72
6746 3832 11
2551 7094 76
5016 7360 34
4994 5494 77
9055 8962 32
2215 1655 11
8196 5883 93
8937 5604 86
8888 1893 56
2365 5578 19
4482 3287 71
91 9989 92
5987 3157 97
5692 9317 21
2185 697 99
9476 237 67
1540 6388 47
9084 5207 63
774 7762 2
5868 4972 77
1809 8365 58
4299 9957 85
8556 3748 6
5501 5422 67
4791 337 25
9560 4660 5
496 7420 1
363 9830 52
7428 6387 20
5382 1806 81
5205 5900 70
1562 1303 37
9627 7683 86
5466 2569 17
1589 7298 29
9689 1238 21
7808 6790 65
8424 7672 75
6865 2638 29
1347 4406 25
3125 8042 85
1583 2076 83
8962 793 19
247 9118 24
9652 1887 49
7693 7799 87
1171 5610 35
4135 537 60
1586 6567 97
4497 1191 9
1450 8893 68
8737 4390 11
456 5262 1
530 6493 93
2286 8460 15
8875 4996 4
6559 2711 18
6743 627 58
461 7621 85
3455 2152 54
9768 99 38
4557 7833 84
8345 4560 45
2347 8410 34
5059 9938 55
284 933 57
3140 4289 37
8308 5432 57
2475 2373 3
1639 360 70
8773 5927 28
8111 6031 78
9435 6117 87
3267 86 83
273 9512 60
4304 3795 34
4743 3713 31
1034 8062 10
1671 2094 73
7941 5355 100
6544 1643 69
7444 9939 48
4656 2909 0
4170 4607 17
7111 690 90
9212 901 86
60 9907 96
6806 8071 42
2562 6141 55
5277 5152 74
4529 3099 0
4633 3395 17
5055 9974 92
6370 2898 3
3711 7019 95
7501 7609 47
4551 5486 88
7560 6672 87
3375 6008 30
8897 9554 83
2812 3235 88
1682 8913 42
7556 2487 85
5383 8364 48
2519 293 25
2396 2265 49
3413 2878 15
733 3280 89
5233 7143 6
1950 2269 47
3763 5258 60
3565 3483 9
4087 4742 63
187 4264 73
4576 2009 45
1133 2767 56
6498 3857 60
6956 4026 23
7498 229 78
7401 3080 8
4277 5997 77
883 2579 35
2246 7875 76
5229 2048 71
6595 3654 43
7759 9160 80
4765 8229 56
2954 3527 22
9906 9470 78
3683 4519 37
8823 1630 75
4174 8741 7
3460 6705 69
1567 3796 87
2668 6990 65
9637 1645 25
3343 6828 7
2402 8764 62
4497 9392 30
3432 7808 67
1108 9323 79
3383 7839 40
6532 7869 2
1534 4904 19
3810 3417 44
9889 7403 68
9483 7887 18
8399 6186 28
4997 9107 81
3336 8619 44
2513 8341 3
6960 848 43
3934 2388 59
5404 7809 52
1098 791 32
4637 7244 82
477 3810 87
3698 2780 23
7694 3757 83
4275 8153 100
3744 9168 27
2657 8152 13
4337 9199 19
1323 6321 19
7937 5971 82
3267 8010 28
1666 2827 35
5677 6393 35
3813 5939 29
9881 6582 70
3480 9582 62
9337 1461 65
9504 3021 30
2656 5774 78
3822 6624 60
5217 1699 75
7391 8457 41
543 1592 34
4027 7296 51
1213 2736 10
7022 2823 9
7303 3228 55
1868 1153 50
3122 5388 24
2156 5831 39
7060 7374 80
4363 1414 95
9598 2109 16
2326 4285 43
7547 2578 52
9285 7289 48
9648 9027 82
1076 7980 33
9245 751 62
1155 3786 29
3703 2980 23
8195 9146 46
632 4728 8
427 3903 62
9446 5538 86
9905 6838 90
9508 1694 40
9604 2033 73
3944 3397 25
3847 7321 68
2215 7267 78
4097 5797 93
6445 9308 82
9581 7301 70
2681 3415 91
3717 3050 11
1398 7220 65
2262 7403 67
100 3714 47
1642 7556 1
4805 4018 41
413 9256 82
2464 6842 84
2810 5687 90
7912 7412 80
7244 8777 1
7651 8014 38
6301 6920 38
8840 7406 83
8441 7118 36
6166 5102 5
8064 4720 62
8793 8342 41
76 813 7
3822 5945 65
2777 4103 82
9857 4624 49
3630 6859 71
7172 1156 27
3852 2772 19
1497 8701 67
8684 975 5
176 2371 86
297 1165 38
6259 7997 55
2705 1708 14
134 4244 42
3349 7723 56
8510 2712 60
6567 7947 44
2403 5020 4
6827 6175 61
7012 7880 94
4686 5559 12
8515 3641 58
7289 4743 23
6906 4501 86
6219 3528 63
3451 4013 10
6783 7557 41
7690 5287 85
5276 5271 86
1593 1651 78
2868 7230 43
3068 8851 45
6155 3681 43
2493 7782 28
8693 1977 78
8440 1981 81
1084 4626 17
7199 5293 3
8003 398 73
7161 181 29
2367 6036 46
6879 6656 4
5989 3496 98
1265 1677 47
927 2716 42
9871 3769 70
5935 8929 99
2008 5760 67
5717 3050 86
6767 9409 84
1437 6056 60
1992 7659 14
3544 8916 11
3306 7361 94
3693 6232 10
2067 2641 86
354 6208 23
4229 4905 1
4960 2402 70
1131 3409 89
6388 2601 23
8867 5497 95
643 7047 75
2954 9578 34
464 1424 26
9556 9055 20
9553 7651 27
1267 2458 83
9943 4553 81
6308 402 69
5972 9759 7
5617 4480 43
9389 540 78
5608 1139 4
2756 841 98
6498 9171 28
2031 2066 35
9638 779 82
9954 4807 16
6720 58 89
4492 9134 82
205 7149 66
5562 5417 12
355 6962 15
2977 2049 61
3881 2586 98
6539 568 74
6074 1937 39
2099 1644 23
1963 2005 19
6613 2354 59
1396 9443 73
3183 7188 37
1304 4792 17
6729 6687 45
9525 3836 29
2830 3005 5
8665 7965 93
9538 1325 42
6718 1548 39
9797 5341 73
915 2578 5
1848 8965 19
9013 6929 40
382 7619 33
2647 7774 30
385 9540 21
9004 7550 61
1567 2541 0
4507 1637 97
2208 150 3
5302 3878 96
6939 2607 65
8118 2585 90
7859 6014 34
2966 8787 1
286 6845 3
2949 3167 86
2331 6527 32
4161 5112 74
9545 5456 91
3449 265 20
4379 9072 52
438 878 57
8133 9978 85
7638 4913 61
5411 2396 71
3431 2264 94
1786 3293 20
3024 7282 69
4435 9336 25
9611 7118 33
9272 1396 90
118 6414 31
3697 4814 52
9608 1774 14
377 4988 73
8013 6151 63
400 1365 57
9441 2814 92
8403 7600 94
6541 3411 72
972 8017 70
5993 9952 33
4988 8909 5
974 6953 89
3856 7086 51
5488 3677 17
399 7127 100
8950 3589 24
712 8304 7
8361 4702 75
3862 1119 57
4940 9536 42
9540 254 94
4246 2860 11
6409 8222 51
9321 4669 39
6398 7521 69
4928 9780 9
62 6738 92
9727 272 93
4291 3809 10
936 9045 62
6636 9778 8
5572 4139 4
3979 6105 56
4452 7476 78
833 1607 3
6720 6182 60
5418 3679 12
4719 6176 8
5861 5656 39
6028 9709 5
8516 9193 55
5275 9975 30
6731 5799 37
3326 9891 18
3817 2165 11
6785 6556 55
954 738 40
502 282 68
8222 2890 27
4323 1546 22
8057 6270 12
3944 9479 58
4791 8301 69
2055 5657 69
6716 6458 11
9754 8684 28
2258 5174 83
9769 9101 2
7475 9000 74
5007 3451 59
32 8366 86
718 906 13
3993 4861 42
1250 1392 66
1497 3957 19
8641 4502 15
6854 2278 82
3414 5864 92
4640 2135 62
7121 5644 41
8497 9217 38
1626 848 73
7005 8169 31
8698 3246 92
4208 3026 77
6389 1231 90
8542 7478 100
6173 439 84
3542 6782 25
2195 7155 15
9226 8003 6
9013 753 77
6382 9016 69
9000 3857 76
4124 4575 77
3251 2997 57
2916 5560 54
6698 6335 63
5494 9305 10
9234 3426 24
9281 8469 2
6870 3065 60
8079 1795 83
2883 6597 6
5456 1337 12
947 8660 49
1143 5489 54
4676 3582 65
4419 5166 62
6044 3881 2
730 586 46
4954 623 52
5622 9938 16
2918 4431 77
1659 8199 15
7130 9555 79
3302 3243 31
1503 5845 7
6786 6412 4
2473 78 80
5266 1510 81
34 4470 28
4986 8450 3
1994 3110 6
7047 2649 59
1016 213 58
8725 8887 59
5950 3499 60
5881 2711 16
3956 6363 77
4459 7931 7
1328 1046 88
920 9137 93
579 6539 39
9550 3907 42
5764 4193 56
226 5929 98
5618 9024 42
6097 544 86
7046 8997 27
630 2548 92
6616 6101 96
6018 6111 9
2957 8762 63
9115 7971 82
8364 4780 86
6059 5862 6
7905 1071 18
4772 9697 42
6892 4832 39
4222 9007 24
796 9915 53
815 8437 47
2479 4783 93
4903 8421 42
8849 7384 76
9610 5896 25
2448 3030 38
216 9093 1
5303 6430 10
512 7415 98
9298 698 56
2155 3295 30
5024 4261 66
3486 4103 60
4356 8446 7
1618 5617 99
5615 3549 7
7594 4597 96
8300 8886 34
2108 8323 68
3148 6257 50
195 3027 85
5611 4816 26
7189 141 5
2141 6661 59
1246 1853 95
9206 1337 76
8139 9440 30
8619 577 10
9177 8323 75
9868 898 25
2691 9871 67
1572 5826 51
383 872 66
1948 9927 28
6819 520 58
1705 7428 57
5079 7046 39
1007 4939 60
8462 6032 39
5623 2769 91
531 2644 66
8579 3793 15
4879 2284 59
5558 9097 57
9739 4211 79
685 722 16
9272 8409 57
7128 9136 60
4837 2426 28
3186 5209 87
4151 6001 21
342 2002 38
3604 4526 61
493 8827 36
8399 4620 51
5423 8270 34
9850 7346 80
7792 7669 76
8243 4331 63
758 7697 70
9403 9854 15
2388 8503 12
9661 3244 28
4300 8859 26
8121 3258 30
7284 9403 24
9518 5899 57
3895 1751 59
4366 9448 25
2117 9803 59
7639 8678 48
9084 2953 30
2200 4577 13
6480 1730 80
6150 8262 100
983 5877 92
9087 2428 100
1802 6822 74
3172 9203 46
7902 6966 8
2751 7718 21
3683 2135 76
7879 6355 50
3014 2992 21
5362 2724 71
1747 9681 90
9571 7861 28
4337 6928 21
246 102 97
3639 8146 56
3936 8387 45
8838 9807 21
9323 1346 32
9523 1374 99
6087 7908 72
7061 7299 60
8872 1764 52
4634 6890 24
9509 6161 72
1644 3964 6
7077 7683 54
6493 7061 85
8822 7182 57
6384 8184 11
2921 8093 47
4691 9148 18
1442 195 56
5815 6025 20
8311 4326 58
6519 9328 86
4141 8287 26
266 4997 34
9304 8042 73
4914 114 33
2808 3195 37
6495 158 13
4844 2658 90
3891 9296 14
7209 9327 84
7774 2094 3
2498 4296 35
7174 1159 54
7410 5139 34
5673 767 0
7836 6481 71
9417 7664 58
5326 4354 99
9167 1610 8
7021 224 26
7947 8074 51
3217 3935 99
4368 7584 52
2919 2494 40
391 9774 51
7387 7880 63
540 4060 96
9561 1964 99
6336 1687 79
25 4640 80
9974 3701 2
9635 3054 91
5239 7362 6
3681 9101 75
2372 694 23
3156 8695 22
7156 4303 56
596 1744 15
8647 2097 27
1655 801 44
4135 9541 36
2029 5851 52
4980 4542 38
4414 6056 35
7230 2808 0
7840 374 73
4566 5916 47
6739 4088 90
1223 3376 16
5149 5371 85
4031 1678 93
2707 1925 74
4976 9725 58
2178 8765 64
5093 7909 20
5331 9038 98
4254 1665 69
5310 8083 97
7494 5931 0
919 4956 35
1290 3618 41
4591 553 50
1111 9568 41
4691 3021 61
6571 6534 75
387 1328 44
2831 6922 33
3670 2260 41
7242 4395 22
8483 8031 31
1108 2632 58
4611 1352 0
3170 1369 92
563 1957 58
5884 2656 29
8643 1340 93
6735 1069 95
9831 6886 6
12 356 21
8630 3547 6
7734 5048 44
4612 8302 25
4408 1484 97
8628 2015 29
5219 6478 95
8989 245 10
3912 5022 33
5927 2469 54
1149 6364 5
6870 5899 47
2207 5947 23
5090 8673 70
4918 6367 66
9484 9064 68
6201 8976 61
4484 7807 64
3231 8703 45
8604 6077 66
4426 8231 73
1580 4770 11
1936 8539 43
4446 864 16
